name,type,episodes,rating,members
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,OVA,1,6.60,2791
Kotowari: Kimi no Kokoro no Koboreta Kakera,OVA,2,6.61,2886
Makai Tenshi Djibril,OVA,4,6.61,5641
Megachu!,OVA,3,6.61,3991
Nama Lo Re: Furachimono The Animation,OVA,1,6.61,1325
Shiiba-san no Ura no Kao. with Imouto Lip,OVA,1,6.61,1786
Bible Black: New Testament Recap,OVA,1,6.60,2777
Haramasete Seiryuu-kun!,OVA,2,6.61,2754
Ikusa Otome Suvia,OVA,4,6.60,2954
Ryoujoku Famiresu Choukyou Menu,OVA,2,6.60,3463
Saishuu Chikan Densha,OVA,3,6.60,2445
Shin Saishuu Chikan Densha,OVA,3,6.60,2163
Starless: 21st Century Nymphomaniacs,OVA,4,6.60,3603
Famiresu Senshi Purin,OVA,3,6.59,2528
Ma ga Ochiru Yoru,OVA,3,6.59,2684
Shin Ringetsu,OVA,2,6.59,2295
Shinshou Genmukan,OVA,4,6.59,2261
Aniyome,OVA,2,6.58,2865
Kansen 3: Shuto Houkai,OVA,2,6.58,2654
Kansen 5: The Daybreak,OVA,4,6.58,2928
Okane ga Nai,OVA,4,6.58,27367
Kansen: Inyoku no Rensa,OVA,2,6.57,3816
Kimi no Na wo Yobeba,OVA,2,6.57,2189
Madonna: Kanjuku Body Collection,OVA,1,6.57,1786
Shion Special,Special,1,6.58,860
Yagami Yuu,OVA,1,6.57,3770
Angel Blade Punish!,OVA,3,6.56,3957
Demonion: Gaiden,OVA,2,6.56,2345
Hitoriga The Animation,OVA,4,6.56,2878
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,OVA,2,6.56,1615
Houkago: Nureta Seifuku,OVA,3,6.56,5847
Otome Chibaku Yuugi,OVA,2,6.56,2552
Vampire,OVA,2,6.56,2589
Aisai Nikki,OVA,1,6.55,4978
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,OVA,1,6.54,1402
Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,OVA,1,6.55,1729
Kansen 2: Inzai Toshi,OVA,2,6.55,2754
Little Monica Monogatari,OVA,2,6.55,5710
Mahou Shoujo Elena,OVA,3,6.55,3302
Soredemo Tsuma wo Aishiteru,OVA,3,6.54,3122
Tsumamigui,OVA,2,6.55,2651
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,OVA,2,6.55,2551
Virgin Night,OVA,1,6.55,2171
Yakin Byoutou,OVA,10,6.55,6061
Cream Lemon,OVA,38,6.54,2603
Creamy Pie,OVA,2,6.54,2481
Panchira Teacher,OVA,2,6.54,4881
Tokubetsu Byoutou,OVA,2,6.54,2572
Allargando The Animation,OVA,1,6.53,2115
Elf Hime Nina,OVA,3,6.53,2684
Fetikano!,OVA,1,6.53,2024
Gakuen 2,OVA,2,6.53,2217
Maid in Heaven SuperS,OVA,2,6.53,3853
Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,Special,1,6.53,415
Hana no Joshi Announcer: Newscaster Etsuko,OVA,2,6.52,4874
Inyutsu no Yakata The Animation,OVA,1,6.52,1821
Oppai Infinity?! The Animation,OVA,1,6.51,1885
Saimin Jutsu The Animation 2nd,OVA,2,6.52,2209
Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,OVA,1,6.51,2863
Inyouchuu Shoku,OVA,2,6.51,3056
Love Colon,OVA,2,6.51,1970
Euphoria,OVA,6,6.50,12922
Genmukan,OVA,2,6.50,3813
Inyouchuu The Animation,OVA,2,6.50,3363
Kyouiku Shidou The Animation,OVA,1,6.50,2438
The Rapeman,OVA,2,6.50,2722
Crimson Girls: Chikan Shihai,OVA,3,6.49,3292
D+vine Luv,OVA,4,6.49,2241
Iyashite Agerun Saiyuuki,OVA,1,6.49,3165
Junai Maniac,OVA,2,6.49,1737
Kowaremono: Risa The Animation,OVA,1,6.49,2103
Maple Colors,OVA,2,6.49,3258
Ore wa Kanojo wo Shinjiteru!,OVA,1,6.49,5071
Shin Angel,OVA,5,6.49,1420
Tsuma no Haha Sayuri,OVA,2,6.49,2071
Yakin Byoutou San,OVA,3,6.49,2710
Kanojo ga Nekomimi ni Kigaetara,OVA,1,6.48,1777
Lo Re: Pako Sukusuku Mizuki-chan The Animation,OVA,1,6.48,1819
Mesu Kyoushi: Injoku no Kyoushitsu,OVA,3,6.48,2005
Musuko no Tomodachi ni Okasarete,OVA,2,6.48,1883
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,OVA,2,6.48,2327
Samayou Midara na Lunatics,OVA,2,6.48,1916
Taimanin Yukikaze,OVA,3,6.47,3280
Bijukubo,OVA,2,6.47,2918
Kage (OVA),OVA,4,6.47,3176
Papa to Kiss in the Dark,OVA,2,6.47,28620
Seijun Kango Gakuin,OVA,3,6.47,1864
Soukan Yuugi 2,OVA,2,6.47,2570
Akina to Onsen de H Shiyo!,OVA,1,6.46,4372
Binkan Athlete,OVA,1,6.46,3537
Hump Bang,OVA,2,6.46,1775
Inda no Himekishi Janne,OVA,2,6.46,3422
JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,OVA,2,6.46,2918
Kizuna,OVA,2,6.46,6547
M Ogui: Last Order,OVA,1,6.46,2331
Okane ga Nai Specials,Special,4,6.46,1285
Seifuku Shojo The Animation,OVA,2,6.46,2552
Angel Blade,OVA,3,6.45,5863
Majuu Jouka Shoujo Utea,OVA,2,6.45,1542
Toumei Ningen R,OVA,2,6.45,2300
Hitozuma Ryoujoku Sankanbi,OVA,2,6.44,2486
Makai Tenshi Djibril 3,OVA,2,6.44,2831
Mashou no Nie 3,OVA,2,6.44,1430
Oni-Tensei,OVA,4,6.44,1387
Waisetsu Missile The Animation,OVA,1,6.44,2179
D-Spray,OVA,1,6.42,1800
Futari no Aniyome,OVA,2,6.43,1958
Hishoka Drop The Animation,OVA,1,6.43,1974
Kachou no Koi,OVA,1,6.43,6890
Mahou Shoujo Ai San: The Anime,OVA,3,6.43,1981
Manin Densha,OVA,3,6.43,2708
Mejoku,OVA,2,6.43,2830
Nama Lo Re: Namakemono The Animation,OVA,1,6.43,1529
Pet Life,OVA,1,6.43,2374
Inbaku Gakuen,OVA,3,6.42,2489
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,OVA,2,6.42,2930
Nikuyoku Gangu Takuhainin,OVA,3,6.42,1566
Shintaisou: Kari,OVA,4,6.42,3942
Shiofuki Mermaid,OVA,1,6.42,1690
Taimanin Asagi Special,Special,1,6.42,2258
Aki-Sora: Yume no Naka,OVA,2,6.41,37519
Bakunyuu Maid Kari,OVA,2,6.41,2588
Cool Devices,OVA,11,6.41,3966
Iinari! Saimin Kanojo,OVA,2,6.41,2867
Immoral,OVA,2,6.41,2189
Kanojo ga Mimai ni Konai Wake,OVA,3,6.41,2704
Last Waltz: Hakudaku Mamire no Natsu Gasshuku,OVA,2,6.41,2748
Mahou Shoujo Isuka,OVA,3,6.41,2600
Bakunyuu Shimai,OVA,2,6.40,2381
Chikan Monogatari,OVA,2,6.40,2727
Eromame,OVA,2,6.40,1854
Love es M The Animation,OVA,1,6.40,1585
Nageki no Kenkou Yuuryouji,OVA,3,6.40,2594
Otome Juurin Yuugi: Maiden Infringement Play,OVA,2,6.40,2673
Youkou no Ken,OVA,2,6.40,1895
Angel Blade: Cut Scene,Special,1,6.39,1342
Can Can Bunny Extra,OVA,6,6.39,2029
Futago no Haha Seihonnou,OVA,2,6.39,2372
Himekishi Angelica,OVA,2,6.39,2383
Kodomo no Jikan,OVA,7,6.39,6172
Pia Carrot e Youkoso!! 2,OVA,3,6.39,1408
Seitokaichou Hikaru,OVA,1,6.39,2772
Tsuma Tsuma,OVA,2,6.39,2208
Chijoku Shinsatsushitsu,OVA,2,6.38,2825
Discode: Ijou Seiai,OVA,3,6.38,4289
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,OVA,2,6.38,2646
Heartwork: Symphony of Destruction,OVA,3,6.38,2197
Hi.Me.Go.To,OVA,1,6.38,2459
Hitou Meguri Kakure Yu: Mao-hen,OVA,2,6.38,2946
Inyouchuu Shoku Special,OVA,1,6.38,1492
Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,OVA,1,6.39,2124
Kakushi Dere Special,Special,1,6.38,983
Momiji,OVA,4,6.38,1506
PeroPero?Teacher,OVA,3,6.38,2478
The Guts!,OVA,2,6.38,2890
Yakin Byoutou Ni,OVA,5,6.38,2741
Choujin Densetsu Urotsukidouji Movie,Movie,1,6.37,2545
Dorei Ichiba,OVA,3,6.37,2049
Furifure The Animation,OVA,1,6.37,1832
Mokkai Shiyo?,OVA,1,6.37,1453
Momoiro Milk,OVA,2,6.37,1628
One: Kagayaku Kisetsu e - True Stories,OVA,3,6.37,1934
Pure Mail,OVA,2,6.37,1911
Saimin Jutsu Zero,OVA,2,6.37,1974
Toriko Hime: Hakudaku Mamire no Reijou,OVA,2,6.37,3025
Yakin Byoutou Kranke,OVA,3,6.37,2175
Ai wa Kagi no Kazu dake... Fuuzoku Mansion,OVA,1,6.36,2181
Cele Kano,OVA,2,6.36,1947
Diabolus: Kikoku,OVA,2,6.36,3250
Guren,OVA,3,6.36,3034
Imouto de Ikou!,OVA,2,6.36,2457
Kazama Mana,OVA,1,6.36,3252
Otome Hime,OVA,1,6.36,1526
Romance wa Tsurugi no Kagayaki II,OVA,6,6.36,1019
Shin Hitou Meguri,OVA,2,6.36,2702
Ana no Oku no Ii Tokoro,OVA,2,6.35,2104
Inyouchuu Etsu,OVA,2,6.35,2121
Bakunyuu Oyako,OVA,2,6.34,5597
Choujin Densetsu Urotsukidouji,OVA,3,6.34,4425
Gakuen Nanafushigi,OVA,2,6.34,2022
Houkago 2: Saiyuri,OVA,1,6.34,2150
Ikusa Otome Valkyrie,OVA,2,6.34,3755
Injuu Gakuen EX,OVA,4,6.34,1760
Koushoku Ichidai Otoko,OVA,1,6.34,1433
Kowaremono The Animation,OVA,1,6.35,1914
Netorare Zuma,OVA,1,6.34,2239
Oshioki: Gakuen Reijou Kousei Keikaku,OVA,3,6.34,2429
Rance: Sabaku no Guardian,OVA,2,6.34,2294
Saimin Gakuen,OVA,2,6.34,2863
Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,OVA,2,6.34,1171
Chikan Densha,OVA,2,6.33,2227
Kisaku Spirit,OVA,3,6.33,1396
Chicchana Onaka,OVA,3,6.32,2298
Dorei Kaigo,OVA,3,6.32,1959
Dragon Pink,OVA,3,6.32,3467
Ikoku na Retro,OVA,1,6.31,1439
Jokei Kazoku III: Himitsu - The Anime,OVA,1,6.32,1316
Betsu ni Anta no Tame ni Ookiku Nattan Janain Dakara ne!!,OVA,1,6.31,3516
Injuu Gakuen La Blue Girl,OVA,6,6.31,4893
Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?,OVA,2,6.30,3720
In no Houteishiki,OVA,2,6.30,2589
Injuu Gakuen La Blue Girl: Fukkatsu-hen,OVA,4,6.30,2808
Minerva no Kenshi,OVA,5,6.30,1278
Mouryou no Nie,OVA,2,6.30,1838
Soap no Moko-chan,OVA,1,6.30,717
Dark Shell: Ori no Naka no Namameki,OVA,2,6.29,2785
Kojin Taxi,OVA,5,6.29,2808
Kuraibito,OVA,1,6.29,2187
Mashou no Kao,OVA,1,6.29,1391
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,OVA,4,6.29,2286
Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,OVA,1,6.28,1242
Soukou Kijo Iris Special,Special,1,6.29,1125
Stainless Night,OVA,2,6.29,2177
Choujin Densetsu Urotsukidouji 2,Movie,1,6.28,1830
"Hitou Meguri The Animation: Wakaokami, Rachiru",OVA,1,6.28,2678
Ikusa Otome Valkyrie Shinshou,OVA,2,6.28,2004
Kowaku no Toki,OVA,4,6.28,4477
Love Bitch: Yasashii Onna,OVA,1,6.28,1945
Nanase Ren,OVA,1,6.28,3297
Rei Zero,OVA,2,6.28,1707
Watashi no Shiranai Mesu no Kao,OVA,1,6.28,2275
Waver,OVA,3,6.28,2070
Chikan no Licence,OVA,2,6.27,2599
Choisuji,OVA,2,6.27,3706
Enbi,OVA,2,6.27,1507
Izumo (2003),OVA,5,6.27,1539
Kounai Shasei,OVA,3,6.27,1222
Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,OVA,3,6.27,1586
Shin Seiki Inma Seiden,OVA,6,6.27,1358
Green Green Thirteen: Erolutions,OVA,1,6.26,17805
Kininaru Kimochi,OVA,4,6.26,1923
Maid Ane,OVA,2,6.26,1573
Oyako Rankan The Animation,OVA,1,6.25,1578
Yarima Queen,OVA,1,6.26,2153
Zecchou Rocket,OVA,2,6.26,1796
Choukou Sennin Haruka,OVA,3,6.25,3539
Elfina: Yoru e to Urareta Oukoku de... The Animation,OVA,3,6.25,2335
Hissatsu Chikan Nin,OVA,2,6.25,1930
Hotaruko,OVA,3,6.25,2647
Kedamono-tachi no Sumu Ie de,OVA,2,6.25,2185
Toriko no Chigiri,OVA,2,6.25,2016
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,OVA,1,6.24,1839
Kakyuusei 2: Anthology,OVA,2,6.24,1397
Kakyuusei 2: Sketchbook,OVA,2,6.24,1069
Natural 2: Duo,OVA,4,6.24,841
Ninpou Midare Karakuri,OVA,2,6.24,1254
Onna Kyoushi,OVA,3,6.24,1570
Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,OVA,2,6.23,2739
Gekka Bijin,OVA,2,6.23,1487
Inma Youjo,OVA,5,6.23,1065
Manyuu Hikenchou Specials,Special,4,6.23,6179
Ai Shimai Tsubomi... Kegashite Kudasai,OVA,2,6.22,3932
Imouto,OVA,1,6.22,2476
Mofukuzuma,OVA,2,6.22,3060
Otoko no Ko Ojousama,OVA,1,6.22,1572
Shin Choujin Densetsu Urotsukidouji Mataiden,OVA,2,6.22,676
Yama Hime no Mi,OVA,3,6.22,2185
Ayatsuri Haramase DreamNote,OVA,2,6.21,3670
Cosplay Roshutsu Kenkyuukai,OVA,2,6.21,2401
Daraku: Onna Kyoushi Hakai,OVA,3,6.21,2338
Inshitsu Otaku ni Ikareru Kanojo,OVA,3,6.21,2730
Okusama wa Michael,OVA,2,6.21,1832
Septem Charm Magical Kanan,OVA,4,6.21,1381
Shameshrine Andorora,OVA,1,6.21,1522
Shintaisou: Shin,OVA,2,6.21,2787
Spiral Over,OVA,1,6.21,514
Boku no Yayoi-san,OVA,2,6.20,1915
Chikansha Thomas,OVA,1,6.20,2068
Hitozuma Koukan Nikki,OVA,2,6.20,2014
Issunboushi (OVA),OVA,2,6.20,1156
Kussetsu,OVA,3,6.20,642
Ryokan Shirasagi,OVA,2,6.20,1307
Sailor Fuku Shinryou Tsumaka,OVA,2,6.20,1442
Samurai Hormone The Animation,OVA,1,6.20,1433
Yakata Jukujo,OVA,2,6.20,2054
Imako System,OVA,2,6.19,2111
Innocent: Shoujo Memoria,OVA,1,6.19,1523
Luv Wave,OVA,3,6.19,1258
Mei King,OVA,4,6.19,1106
Pia Carrot e Youkoso!!,OVA,3,6.19,2108
Seikon no Qwaser II Picture Drama,Special,4,6.19,6874
Chibo,OVA,2,6.18,3195
Gakuen no Shuryousha,OVA,2,6.18,1489
Imakara Atashi......,OVA,2,6.17,875
Moke Moke Taishou Dendo Musume Arisa,OVA,2,6.18,3321
Netorare Fighter Yaricchingu!,OVA,3,6.18,1873
Senya Ichiya Monogatari,Movie,1,6.18,1394
Canary wa Kago no Naka,OVA,2,6.17,1175
Haitokuzuma,OVA,2,6.17,2446
Hana to Hebi The Animation,OVA,3,6.17,1394
Heisa Byoutou,OVA,2,6.17,1072
Parade Parade,OVA,2,6.17,1539
Shin Ruri-iro no Yuki,OVA,4,6.17,375
Elf no Futagohime: Willan to Arsura,OVA,1,6.16,1921
Etsuraku no Tane The Animation,OVA,1,6.16,1789
Kokudo Oh,OVA,5,6.16,776
Ryojoku no Rensa,OVA,2,6.16,2453
Shuukaku no Yoru,OVA,2,6.16,1558
"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",OVA,1,6.15,1807
Bakunyuu Bomb,OVA,3,6.15,2164
Ryoujoku Guerrilla Kari 3,OVA,2,6.15,1224
Shakkin Shimai,OVA,2,6.15,2195
Triangle Blue,OVA,2,6.15,3602
Binetsukko ?37? The Animation,OVA,2,6.14,1925
Choubatsu Yobikou,OVA,2,6.14,1818
G-Taste,OVA,7,6.14,3466
Hitou Meguri Kakure Yu,OVA,2,6.14,3577
Tokio Kidou Police,OVA,2,6.14,1135
Chikan Juunin-tai The Animation,OVA,5,6.13,1270
Choujin Densetsu Urotsukidouji: Mirai-hen,OVA,4,6.13,1736
Classmate no Okaasan,OVA,2,6.13,2548
Elf no Wakaokusama,OVA,2,6.13,2050
Enyoku,OVA,1,6.13,1748
Inbo,OVA,3,6.13,2532
Kagirohi: Shaku Kei,OVA,2,6.13,2261
Kunoichi Bakumatsu Kitan,OVA,2,6.13,1274
Otome Dori,OVA,2,6.12,6411
Asa kara Zusshiri Milk Pot,OVA,2,6.12,3821
Hitozuma Cosplay Kissa,OVA,2,6.12,2856
Innocent Blue,OVA,2,6.12,1625
Koukai Benjo The Animation,OVA,2,6.11,2311
Magical Twilight,OVA,3,6.12,1027
Mesu Nochi Torare,OVA,2,6.12,2672
Natural: Another,OVA,2,6.12,1059
Reijoku no Yakata,OVA,2,6.12,1700
Shino-sensei no Yuuwaku Jugyou,OVA,1,6.12,1388
Shoujo Auction,OVA,2,6.12,1278
Heisa Byouin,OVA,2,6.11,1387
Ikenai Koto The Animation,OVA,1,6.11,1689
Inyouchuu Etsu Special,Special,1,6.11,506
Campus,OVA,2,6.10,1855
Gibo,OVA,2,6.10,2705
Hatsukoi,OVA,2,6.10,1628
Hime Dorei,OVA,2,6.10,2313
Houkago 2 The Animation,OVA,1,6.10,1924
Ogenki Clinic,OVA,3,6.10,1173
Onmyouji Ayakashi no Megami: Inran Jubaku,OVA,2,6.10,1818
Arbeit Shiyo!!,OVA,3,6.09,1841
Suki da yo!,OVA,2,6.09,1201
Dark Blue,OVA,2,6.08,3736
Imouto Twins,OVA,1,6.08,1313
Natural,OVA,2,6.08,1084
Seikoujo: Haitoku no Biden Dorei,OVA,2,6.08,2038
Taimanin Asagi 2,OVA,2,6.08,1904
Yebisu Celebrities 1st,OVA,1,6.08,5082
Kansen: Ball Buster The Animation,OVA,1,6.07,1944
Korashime,OVA,2,6.07,1419
Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,OVA,2,6.07,1363
Mizuiro,OVA,2,6.07,1383
Ooedo Forty Eight,OVA,3,6.07,521
Shimai Ijiri,OVA,2,6.07,818
Angelium,OVA,2,6.06,3395
Cleopatra,Movie,1,6.06,1709
Gitai Saimin,OVA,2,6.06,1594
Maro no Kanja wa Gatenkei,OVA,2,6.05,1721
Gedou Gakuen,OVA,5,6.05,785
Grope: Yami no naka no Kotoritachi,OVA,2,6.05,2521
Ienai Koto The Animation,OVA,2,6.05,1973
Kuro no Danshou,OVA,4,6.05,1388
Kurohime: Shikkoku no Yakata,OVA,2,6.05,2377
Houkago Nyannyan,OVA,1,6.04,2646
Ingoku Byoutou,OVA,2,6.04,933
Isourou Tengoku,OVA,2,6.04,329
Lovely Day: Boku to Kanojo no Nana Nichikan,OVA,1,6.04,2079
Mikagura Tanteidan,OVA,3,6.04,1015
Suika: Manatsu no Okurimono,OVA,1,6.04,1008
Kaette Kita Court no Naka no Tenshi-tachi,OVA,2,6.03,1273
Kiss yori...,OVA,3,6.03,1312
Onna Kyoushi Yumi no Houkago,OVA,2,6.03,2214
Rape! Rape! Rape!,OVA,3,6.03,3958
Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,OVA,1,6.02,1186
Septem Charm Magical Kanan: SP Summer Camp,Special,2,6.03,958
Shuudan Chikan Densha,OVA,2,6.03,1065
True Blue,OVA,2,6.03,2912
Court no Naka no Tenshi-tachi,OVA,2,6.02,1771
Daishikkin Helena,OVA,2,6.02,2503
Hakoiri Shoujo: Virgin Territory,OVA,2,6.02,2971
Natsuyasumi.,ONA,3,6.02,4388
Shiroki Tenshi-tachi no Rondo,OVA,2,6.02,1487
Yoru ga Kuru!,OVA,4,6.02,1724
Keiraku no Houteishiki Level-C,OVA,1,6.01,9478
Mitama: Nin,OVA,2,6.01,1723
Rasen Sokou no Dystopia,OVA,2,6.01,1943
Shusaku Replay,OVA,4,6.01,1176
The Urotsuki,OVA,3,6.01,1480
Black Gate: Kanin no Gakuen,OVA,2,6.00,2982
Cartagra: Tsuki Gurui no Yamai,OVA,2,6.00,1923
Fushigi no Kuni no Miyuki-chan,OVA,2,6.00,7240
Injuu Seisen: Twin Angels,OVA,4,6.00,1169
Kanin Tokkyuu Michishio,OVA,2,6.00,887
Kijoku: Princess Double Kari,OVA,3,6.00,1368
Oyome-sama Honey Days?,OVA,2,6.00,1403
Saimin Jutsu Zero Special,Special,1,6.00,648
Shin Seiki Cream Lemon,OVA,2,6.00,543
Tonari no Oneesan,OVA,2,6.00,1756
Uba,OVA,2,6.00,2437
Vicious,OVA,2,6.00,1073
21-ji no Onna: Newscaster Katsuragi Miki,OVA,3,5.99,2277
Cambrian,OVA,2,5.99,2487
I?Can,OVA,3,5.99,4098
Kyouhaku: Owaranai Ashita,OVA,3,5.99,1806
Leatherman,OVA,5,5.99,874
Osananajimi to Doukyuusei,OVA,2,5.99,1736
Trouble Evocation,OVA,2,5.99,679
Unbalance,OVA,3,5.99,1320
Asgaldh: The Distortion Testament,OVA,3,5.98,1527
Donburi Kazoku,OVA,2,5.98,2457
Dragon Knight 4,OVA,4,5.98,1684
Keraku-No-OH King of Pleasure,OVA,3,5.98,882
Okusama wa Mahoutsukai,OVA,2,5.98,1657
Tower of Etruria,OVA,2,5.98,826
Ijou Chitai: Jikken Dorei,OVA,2,5.97,1638
Internal Medicine,OVA,2,5.97,846
Issho ni Ecchi,OVA,1,5.97,1958
Jinshin Yuugi,OVA,2,5.97,1127
Karen,OVA,1,5.97,1791
Princess Holiday: Korogaru Ringo Tei Senya Ichiya,OVA,2,5.97,767
Seikatsu Shidou!! Anime Edition,OVA,2,5.96,1144
Words Worth Gaiden,OVA,2,5.97,2402
Boku no Sexual Harassment,OVA,3,5.96,9980
Dousou Kai,OVA,4,5.96,1047
Inyoku Tokkyuu Zetsurinou,OVA,1,5.96,2238
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,OVA,2,5.96,848
Miyazaki Maya Daizukan,OVA,2,5.96,1980
Naisho no Wakana-san,OVA,1,5.96,1478
Onna Kyoushi Nijuusan-sai,OVA,2,5.96,888
Tenkousei,OVA,4,5.96,291
Be-yond,OVA,2,5.95,693
Cosplay Rakuen,OVA,1,5.96,1670
Haha Sange,OVA,2,5.95,2317
Juuninin no Onna Kyoushi,OVA,2,5.95,1123
Moonlight Sonata,OVA,1,5.95,288
Shikkaku Ishi,OVA,2,5.95,434
Yuuwaku Countdown,OVA,6,5.95,1194
A-Size Classmate,OVA,2,5.94,2209
Ai Doll,OVA,4,5.94,1942
Kairaku Satsujin Chousakan Kouji,OVA,3,5.94,694
Kakyuusei,OVA,4,5.94,1015
Reinou Tantei Miko,OVA,2,5.94,952
Seme?Chichi,OVA,2,5.94,1589
Tsuukin Kairaku: Chikan de Go!!,OVA,2,5.94,1594
Yuuwaku Countdown: Akira,OVA,3,5.94,965
Flutter of Birds: Tori-tachi no Habataki,OVA,2,5.93,1190
Hooligan,OVA,2,5.93,1393
Kowaremono II,OVA,2,5.93,988
Kurai Mirai,OVA,2,5.93,2004
Yariman Fudousan,OVA,2,5.92,1327
Blind Night,OVA,3,5.92,1253
Boku no Yayoi-san 2,OVA,2,5.90,730
Hontou ni Atta,OVA,2,5.92,1361
Ikusa Otome Suvia Special,Special,1,5.92,1181
Inmu: Ikenie no Utage,OVA,2,5.92,954
Itoshi no Kotodama,OVA,2,5.92,603
Lunatic Night,OVA,3,5.92,688
Shusaku Liberty,OVA,2,5.92,1165
Tokyo Requiem,OVA,2,5.92,1392
Choujin Densetsu Urotsukidouji: Inferno Road,OVA,3,5.91,1210
Doukyuusei 2 (OVA),OVA,12,5.91,642
Idol Kouhosei,OVA,1,5.90,1442
Kyuuketsuki,OVA,2,5.91,3281
Ryouki no Ori: Dai 2 Shou,OVA,3,5.91,1028
Toushin Toshi II,OVA,3,5.91,584
Fighting of Ecstasy,OVA,2,5.90,1902
Haitoku no Shoujo,OVA,2,5.90,1696
Hyakki,OVA,3,5.90,1341
Jii Tousaku,OVA,2,5.90,825
Mune Kyun! Heartful Cafe,OVA,2,5.90,1058
Seijuuden: Twin Dolls,OVA,2,5.90,897
Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,OVA,3,5.90,1363
Colosseum no Senki: Another Story,OVA,2,5.89,1360
Kunoichi Sakuya,OVA,2,5.89,1218
Ebenbourg no Kaze,OVA,2,5.88,906
Ecchies,OVA,2,5.88,456
Endless Serenade,OVA,1,5.88,1034
Hininden: Gauss,OVA,1,5.88,1228
Mi-da-ra,OVA,3,5.88,928
Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,OVA,2,5.89,1505
V.G.Neo The Animation,OVA,3,5.88,2028
Ashita no Yukinojou,OVA,4,5.87,1547
Doukyuusei (OVA): Natsu no Owari ni,OVA,4,5.87,1114
Inma Daitoshi: Beast City,OVA,3,5.87,1356
Inmu 2,OVA,2,5.87,715
Kibun Kibun,OVA,2,5.87,776
Mahou no Shiho-chan,OVA,2,5.87,357
Shin-ban Megami Tantei Vinus File,OVA,2,5.87,768
Sinkan,OVA,1,5.87,1494
Terra Story,OVA,2,5.87,385
Darcrows,OVA,2,5.86,1624
Kawarazaki-ke no Ichizoku 2,OVA,4,5.86,739
Lolita Anime,OVA,6,5.86,1017
After... The Animation,OVA,2,5.85,4369
Dragon Rider,OVA,2,5.85,1049
Flutter of Birds II: Tenshi-tachi no Tsubasa,OVA,2,5.85,827
Jokuana,OVA,2,5.85,1137
Love Forever,OVA,1,5.85,237
Maids in Dream,OVA,2,5.85,1294
Manyuu Hikenchou Picture Drama,Special,4,5.85,4060
Megami Kyouju,OVA,2,5.85,1269
Onmyouji: Youen Emaki,OVA,2,5.85,1017
Ryoujoku Joshi Gakuen,OVA,2,5.85,450
True Blue: Gaiden,OVA,1,5.85,1581
Yuuguu Settai: Kotou no Gokuraku e Youkoso,OVA,2,5.85,2075
Blood Royale,OVA,2,5.84,3047
Guy: Youma Kakusei,OVA,2,5.84,888
Midnight Panther,OVA,2,5.84,1144
Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,OVA,1,5.83,1082
Fuurinkanzan,OVA,1,5.83,1305
Kamyla,OVA,3,5.83,1091
Love? Police,OVA,1,5.83,272
Stratosphera no Yousei,OVA,3,5.83,1745
Chijoku Kankin,OVA,1,5.82,951
Milkyway,OVA,2,5.82,695
Reiju Gakuen,OVA,2,5.82,1226
Soukan Rensa,OVA,1,5.82,902
Uchiyama Aki,OVA,3,5.82,744
Inko,OVA,3,5.81,2226
Nankyoku 28 Gou,OVA,1,5.81,852
Yukiyo Ichiya Monogatari,OVA,3,5.81,922
Binetsu Shoukougun,OVA,2,5.80,751
Bishoujo Comic Lolicon Angel: Mitsu no Aji,OVA,1,5.80,1445
Dousou Kai Again,OVA,2,5.80,1101
Fruits Version,OVA,2,5.80,250
Jokutsuma,OVA,2,5.80,1151
Karakara-sama no Himitsu,OVA,1,5.80,316
Kowaremono,OVA,3,5.80,1445
